	id	sentence1	sentence2	similarity
1915	2f6963b79a688e042261a0f23	A cyclist is making his bike jump between two rocks.	A man jumps his bicycle between two rocks.	4.4
5671	648f215828e3de30b6f56a56e	Iraq bombings kill at least 26 people.	An Iraqi suicide bomber has killed at least 12.	2.0
3189	6cdfe00362e600db7d9c0db8d	The Russian didn't comment; his lawyer didn't attend the hearing and didn't return phone calls.	His lawyer, Basil Russin, a distant cousin, did not attend the hearing and did not return phone calls.	3.4
437	de5212f70f6bbcdcfbd65454f	A rodent-like creature is sniffing around.	An animal is moving on the ground.	2.0
5179	4f37eeaba95194afc0a2f92c9	U.S factory orders down 0.7 pct in January	German factory orders rebound in January	0.8
4371	19e5ff7aa6ee8499667e02ed7	North Korea Postpones Family Reunions with South	North Korea 'postpones' family unions with South Korea	5.0
2583	a049c2966783378bdeb17221a	The broader Standard & Poor's 500 Index rose 9.69 points, or 0.98 percent, to 994.53.	The tech-laced Nasdaq Composite Index <.IXIC> gained 18.35 points, or 1.13 percent, to 1,646.02.	1.0
6086	f68c8c6df36b515c5a69c6a5f	A woman is sitting at the dining table with wine, beer, and lemons.	Four women and two men sit at a long table in a restaurant.	1.4
350	3329b8af88617a7f1890ba29b	Raccoons are eating.	A man is eating.	1.5
5422	dccbc7a6a81ac0a2b5308c674	At 5:02 pm, 23 people were killed in Iraq car bombings today.	11 children were killed in Syria bombings	0.6
6064	a79d3c9c3efecea4c196a1233	A man doing a wheelie on a mountain bike.	A woman stands next to a pillar holding a U2 sign.	0.0
6884	7ff685f451af8ae9058d0b769	Gordon said they were tossed around like feathers.	The concrete barriers between the lanes were tossed around like feathers.	3.0
2040	3f44a8a5c31458d10f885f686	Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.	Eye of the Tiger We are all vessels filled with countless wonders.	2.4
3625	e35e0566c96f18a6c476327fc	the countries oppose the militarization of space and a space arms race.	China reiterated its opposition to weaponization and an arms race in outer space.	3.2
8363	ed6288a92a175ef564b7f9272	The other 24 members are split between representatives of the financial industry and public board members	Of the 24 non-executive directors of the exchange market, half are representatives of the financial industry and half are designated public members.	4.0
8103	c54c561e0386d6a0d48cd6093	Maybe this could suit you.	Maybe this could work for you.	5.0
158	eae66b964870df3f98af4a4a9	Fish are swimming.	A fish is swimming.	4.133
7426	0e3615eeb0a622d6fc1257179	Three men are dancing together in the street.	Three shirtless men are dancing in the street, an unusual scene.	3.8
2840	cf94d486cbfc0f41688f1e625	Six hundred and sixty detainees from 42 countries, including Canada, are being held, most of whom were captured during the war against the al-Qaida network in Afghanistan.	At least 660 prisoners from 42 countries are being held at the Naval base at Guantanamo Bay, most captured during the war against Al Qaeda in Afghanistan.	3.333
8607	e889b0cfccb2dbbfb44c0504f	More than 100 people were injured in a Texas refinery blast.	Hundreds believed to have been injured in a Texas fertilizer plant blast.	4.0
6762	1f99148bf5f89e727d68f325e	Gates writes that generally unwanted - and often pornographic or with fraudulent intent - spam is a nuisance and a distraction, before warming us up for the punchline.	Generally considered undesirable, often pornographic or fraudulent, spam is a nuisance and a distraction, Gates writes.	4.2
6353	616a5e09ef381f421a0fda3d8	A group wading across a witch	A group is wading across a ditch.	2.8
8410	c7fff32ca0ff54b903677c366	Syrian forces shell towns, clash with rebels	Syrian forces and rebels clash in coastal province	2.6
3483	3faaa4c725762afdcf2a15814	South Korea launches a new high-speed train reaching 300 kph.	South Korea has had a high-speed rail system since the 1980s.	2.0
2926	31b6c549a53dd06276599c8bf	The show's closure affected third-quarter earnings per share by a penny.	The company said this had a penny-a-share impact on earnings.	3.25
7822	5359e7db25f900971d43115d0	Two workers are eating lunch sitting next to pipes.	The construction workers are sitting down to eat lunch.	3.8
643	d81123904b7e78b6b1bb5bac6	An animal is moving on the ground.	A solenodon is walking along the ground.	3.0
8150	28b0ee45b4c25011f838d58e2	The next court session will take place when the three-judge tribunal delivers its verdict in mid-February.	The three-judge tribunal was expected to deliver its verdict in February.	4.2
7853	dc493dd02647b025a00a1706c	The cats are running through the meadow.	Some dogs were running through the park.	2.0
4879	1b2c66a1ae92d8568268aa73a	Residents return to the Texas blast site	Residents return to Fallujah	0.0
1653	851278e21545183fa6f275b8a	A girl strolls with dogs in a dry field.	Two grey and brown dogs are playing on a grassy field.	2.2
7620	2ed5cf986865869354507b877	The train is stopped at the station.	A train is parked at a train station.	4.6
4870	b284bdf9e3ad65cf0d3426e43	The Senate confirmed Yellen as Fed head	The US Senate confirms Yellen as Fed's next chair	4.2
7739	af14680a2c82a2d94a7f9dee7	A light-colored dog runs through the grass.	A dog runs through the grass.	4.0
3185	c6a555aa0ca86591c5d3bbc1e	"""People are obviously inconvenienced,"" said Dr. Jim Young, Ontario's commissioner of public safety."	Dr. James Young, Ontario's commissioner of public safety, said, 'We're being hyper-vigilant.'	2.25
7717	f79d2a42b4365954dd5e701d9	A blonde-haired toddler swinging on a tire swing.	A blonde-haired child is swinging on a tire swing.	4.8
6588	bdd7fa4a0eb3adb18bf76925f	There are a few tips to help your bun gain a bit of weight.	John Cavan suggests reasonable and appropriate methods for increasing a rabbit's weight in his answer.	3.0
5620	666fce527a7a76720f3150faf	Man kills 4 people in California before police shoot him dead	Police: A gunman killed 6 in California shootings	2.0
7540	d8494813862f284f48b1a0184	Three men standing in a tent.	Three men are eating in a kitchen.	1.2
854	60441e75bb2a4d99934a11e9c	A woman is reading a lifestyle magazine.	A woman is cutting a piece of meat into small pieces.	0.5
7920	22ec6a8242f672c03e99f49dc	This isn't a good idea.	But it's not a good idea.	5.0
7458	748df652a349675c34f1403d1	A kitten is drinking milk from a bowl.	A small child is drinking water from a cup.	0.8
7089	1f52fae9608cdb50280c101f5	Nelson Mandela taken to hospital	Nelson Mandela was released from hospital after his recovery	1.6
5241	98e003dbeb4b25dae5aaf8b57	Sony Xperia Z2 and Nokia's X series were unveiled	Court orders political ban on Italy's Berlusconi	0.0
5593	3b6fa728b25c503d9986baba5	A white diamond sets a record in Hong Kong auction	A white diamond fetches a record $34m at HK auction.	4.0
1418	938a96a4d4c183c116d1d7878	A goose flapping its wings in a body of water.	A black swan is flapping its wings on the water.	3.0
5920	de4c5b9b68ccb6830dcfe62f8	The man is shaking hands with other men.	A man is shaking another man's hand.	4.333
4939	3276e830bed1370352604d716	Clinton will testify this month on the Benghazi attack.	Clinton returns to work, plans to testify on Benghazi attack	3.8
1425	89c89dae546edb918a523c73e	A woman is riding a brown horse.	A person dressed in blue is riding a brown horse.	2.6
6492	c97822eba76adef53c037fbf9	I found it difficult to mark just one answer as correct because all are equivalent.	I recommend 'Monkey Grass' because it's like a slow-growing weed that reproduces slowly and looks nice!	0.0
3765	51009dc052f67a5a5384c8703	Greece has carried out the largest debt restructuring in history	Greece secures biggest debt deal in history	2.8
1283	83bb1e4574a95e51c5d31a5af	Three cows are grazing in a field.	Several sheep are grazing in the field.	0.8
4082	c1839c7048c298afdb3152f0f	Tsunami warning: There's no reason for SA to worry.	Tsunami warning issued after Aceh quake	2.2
442	a80fd70388fee7e605756d4ef	Two robots share a kiss.	A male and female robot are kissing.	3.8
5449	cd5e53e061e9afcc50d6e6796	Five people are charged with terrorism	Five people are charged with terrorist offenses	4.8
512	1b1a8e0446e30f50eca2fb1e6	A man is dancing on the ceiling.	A man is dancing on the ceiling of a room.	4.8
5408	c866a262ccd2498d836f7219d	An Israeli was lightly hurt by stones in the West Bank	Israeli troops kill Palestinian in West Bank raid	1.2
6250	c7917dfa8fcd4673ee0ca813e	A female supervisor is directing the male workers.	A woman is working as a nurse.	1.0
3014	ba5498d8021adcbe3779378a2	Antonio Monteiro de Castro, 58, currently director of the group's Latin America & Caribbean operations, will become chief operating officer from the same date.	BAT also announced that Antonio Monteiro de Castro, director for Latin America and the Caribbean, will become chief operating officer as of January 1, 2004.	3.6
2725	95832d0545afecbdebd07f6ec	On Saturday, the International Committee of the Red Cross announced the temporary closure of its offices in Baghdad and Basra.	The International Committee of the Red Cross, concerned for the safety of its staff in Iraq, decided to temporarily close its offices in Baghdad and Basra.	3.4
7953	fdb9f30d230425b21a8d4fa48	You can use it too.	You can still use it for practice.	2.0
6870	d83b0a91db7995cea0f52f7d8	The American Anglican Council, which advocates for Episcopalian conservatives, said it will seek permission to establish a separate entity.	The American Anglican Council, which represents Episcopalian conservatives, said it will seek authorization to create a separate province in North America due to recent events.	3.4
1227	6ccc56c44a212610f837695bc	Two women are in the kitchen looking at something.	Two women are in the kitchen, one of them taking a picture.	2.8
8451	f2d77a7a37deb4ca5b2f59279	Mali is set to elect its new president.	Mali is counting votes after the presidential runoff.	2.2
3949	32cd8c24a13a15ec5de06398d	Sony reports a record annual loss	Sony forecasts record annual loss of $6.4bn	3.6
2801	2436963e867fce94ef4fa0878	Biotech products, if anything, may be safer than conventional products because of all the testing, Fraley said, adding that 18 countries have adopted biotechnology.	Robert Fraley, Monsanto's executive vice president, said that biotech products, if anything, may be safer than conventional products due to all the testing.	3.2
5880	89527c6787762a952f09d7867	Someone is peeling shrimp.	Someone is preparing shrimp.	3.6
4403	e8529f17183e9485cda8b1420	Tokyo will host the 2020 Olympic Games	Wrestling will feature in the 2020 Tokyo Olympics	1.4
3375	0bf7e94b3970ee7f4c2e21111	The foreman, Jim Wolfcale, a 41-year-old minister, said that the case was both mentally challenging and emotionally exhausting.	"Jim Wolfcale, the jury foreman and a minister, said, ""This case was very difficult to resolve and very emotionally draining."""	4.2
6925	244f91522824f6592fae48456	"""The European Union is basically absent,"" said Tito Barbini, regional minister for agriculture in Tuscany, Italy."	Tito Barbini, a regional agriculture minister in Tuscany, Italy, criticized the minister's absence on Tuesday in Sacramento.	3.4
6065	303d49c0e779b710e1a9d85c7	A woman is riding a horse.	The woman is riding her brown horse.	3.8
1956	4edba538efdf1bb48a6000c55	A skateboarder is doing a trick on a stone wall.	A skateboarder is riding up to a slope.	2.2
8185	5855f9f6c2027b033118095e8	Shares of MONY were gaining $2.57, or 9%, to $31.90 in after-hours trading on Instinet.	MONY shares rose 8.76 per cent to $31.90 in after-hours trading in New York.	3.25
8085	67467b9815c49ccd18f300fb7	It's not a good idea.	Not a good idea.	5.0
6422	ec785e911fd002aa58c2cb1ca	These studies are fascinating, but it's clear that environment influences mental skills.	I'm not sure what you mean by cognitive capacity, but I'm convinced that language deeply influences the way we think.	1.6
3184	c5188fe02fe40ba89b9fab716	HP No. 2 saw its Unix server sales drop 3.6 percent to $1.36 billion.	HP fell to second place with server sales growing 0.4 percent to $2.9 billion.	2.333
1353	79db0ea101b87d8a66faa3042	A man is playing guitar while sitting.	A red and white bus is driving down the road.	0.0
1896	e90cdee06c6bd172a63abaa44	Two mixed-breed brown and white dogs play together on the beach.	Two dogs were having fun playing in the sand at the beach.	4.0
7782	e62b9e8e444622c9fad39e4a9	A boy with dark hair is in water and is gazing up.	The man has short hair.	0.6
4067	4f09ae6c0b15066f408290367	James Murdoch quits BSkyB	James Murdoch quits his role at BSkyB	4.2
1492	325599b78fe48c68e603a08f0	A train is at a train station.	A train is in a station.	5.0
7213	97839d89e1ea5983d83d3de82	Israelis and Palestinians intend to negotiate a final peace deal after positive talks.	Israeli army kills 3 Palestinian militants in West Bank clashes	1.6
8300	706a9c90579056dc953e3c3f7	We put a lot of effort and energy into improving our patching process, perhaps later than we should have, but we now have incredible speed.	We've put a lot of effort and energy into improving our patching progress, perhaps a bit later than expected.	3.75
4100	1149d8de3a336993c3af2b24c	The Spanish bailout dilemma is becoming increasingly acute.	The Spanish dilemma becomes more acute	3.4
1770	adc1f56cdd6f9339fc451ca52	Two girls are jumping high in the air.	Two dogs are fighting each other in the grass near a lake.	0.2
6853	4ece29c0c267d084a9d50ba4f	A Malaysian veteran diplomat met Suu Kyi on Wednesday at the lakeside residence in Yangon where she is under house arrest.	Razali Ismail met with Suu Kyi, a 1991 Nobel Peace Prize winner, for 90 minutes at her lakeside home, where she is currently under house arrest.	3.692
6192	61198c005313086ec696da519	A man is riding a bicycle on a dirt path.	Two dogs are moving quickly along a dirt path.	1.6
2283	1336664a8f98e62e4482e05cf	Classical Gas We are all vessels filled with many wonders.	The Cheers theme song shows us that we are all vessels filled with many wonders.	3.0
231	ec3dbd284fdd714fb2cf013b5	A man is rinsing a steak.	A man is playing the guitar.	0.6
1156	c0b29667b08205e83b0a006ad	A yellow parrot is clinging to the side of its cage.	A yellow and orange bird is clinging to the side of a cage.	3.4
6461	8500cca158f4e7888a37d56d5	"Back in the day, ""cable"" referred to international communications."	The word 'cable' dates back to the days of the telegraph.	3.0
3588	a75f76df8a1e06bf1d875371b	The CFE regulates the use of armed forces and heavy weaponry and recommends measures to enhance confidence, transparency, and cooperation among member states.	The treaty regulates deployments of tanks and troops in NATO and former Eastern European countries, including Poland, and establishes mechanisms for confidence, transparency, and cooperation among member states.	3.8
7600	801e522968fbac991bbab9179	A woman is riding a brown horse.	A girl riding a brown horse.	4.0
1554	6c01a336562ba24f90fa16d94	A little girl strolls along a boardwalk with blue domes in the background.	A man is crossing a jump on his bike with a river in the background	0.0
911	2313969ffab11f05543a42b59	A woman is getting her feet massaged.	The sun is rising behind the woods.	0.0
3978	daf4919c18031006028a4a6a3	Syrian journalists were killed in the capital	US Marines killed in base attack	0.6
4725	c234664d8610b918563165e63	Pakistani girls learn a tough lesson.	A Pakistani girl shot by the Taliban appears in a video.	1.8
339	8a16609eaf68de2d6394d2e24	People navigate a raft.	Four people are floating on a raft.	2.25
4606	e158fad35e929b89410eac79c	A track fault disrupts train service between Raffles Place and Marina Bay	Train service disrupted between Raffles Place and Marina Bay	4.2
568	b6e3ce4a8162f59260817e96c	A man is exercising.	A girl is exercising.	3.0
2534	5c96e1d4b8c3e62ee2f74a4d6	Prosecutors contended that Mr. Durst had planned the murder to take on Mr. Black's identity.	Prosecutors maintained that Durst killed Black to take on Black's identity.	4.75
8474	7de8001613949d777ecbcc528	Bangladesh building collapse death toll hits 540: army	Bangladesh building-collapse toll tops 600	2.8
6108	9e61df81709c4437a15233440	A depressed woman is sitting on the couch.	An older woman is holding a newborn baby.	0.0
4347	8a91a7562f9303561c98f89df	Mall attackers used a 'less is more' approach	In Kenya, attackers employed a 'less is more' tactic	3.0
69	9649de78171424d78876ebfdc	A man is playing the guitar and singing.	A man is playing the guitar.	2.917
8334	c4106157664ffe4d042c9b63a	State health officials said today a young northeast Kansas woman is likely the state's first human or animal case of monkeypox.	Health officials confirmed today that a northeast Kansas woman is the state's first case of monkeypox and the first west of the Mississippi River.	3.5
86	40265661c81c85e55c6c572fa	A man dives into the water.	A woman is diving into the water.	2.0
3404	92d04d700a08be7c055e91ebc	Last night in Philadelphia, Mr. Sweeney outlined plans for the campaign at the annual meeting of the American Political Science Association.	Sweeney was to outline plans for the campaign in a speech on Saturday night at the annual meeting of the American Political Science Association.	3.5
2618	437f5f5a2fe5c4a3951fc2dbb	The center's president, Joseph Torsella, was struck on the head and was able to walk to an ambulance.	National Constitution Center President Joseph Torsella was hit in the head and fell to his knees.	3.333
7999	aa176b24e5ac85a57545d5aa9	It depends on your expectations for what you put in your tank.	It depends on your goals.	2.0
6179	634f031cb30f6dc3864fa950f	Two dogs are playing in the snow	Two dogs were playing in the grass.	2.4
870	8694632e0fe3cd5919db213e6	A woman is preparing broccoli.	A man is eating his food.	0.5
5857	3ad91536901d716bf4bf82b5d	A woman is filleting some fish.	A woman is pouring a yellow mixture into a frying pan.	1.2
1370	557f59fe59f70b69a3a7ed23f	The black and white cat is looking up at the camera.	A black and white dog is looking at the camera.	2.2
2826	4725947381826e389b227e853	The question was whether France, which had outraged Washington by leading the charge against UN authorization for the war, would vote 'Yes' or abstain.	France, which enraged Washington by leading the opposition to the UN's approval of the war, also sought to modify the terms.	3.0
605	cff3b1d46f1c90dec8c8ec162	A man is riding a horse.	A man is driving a car.	1.4
5724	7af95aa3f97d89f2355fee670	Hezbollah targets a Qaeda meeting along the border with Syria.	Belarus tightens security along its border with Ukraine	0.0
189	9b4c4ed068e75b9aa4f881ec0	A girl is singing and playing the guitar.	A young man is singing and playing the guitar at the same time.	2.4
3116	b2b58983bb29a4086cacf4a9c	Spending public funds to create terrorism betting parlors is both wasteful and repugnant, they announced at a press conference yesterday.	Wyden and Dorgan said in a letter to the Pentagon that betting on terrorism funded by taxpayers is both wasteful and repugnant.	3.5
7507	26a1796b17c7586185fee1941	There's a blue couch and a twin bed in a living room.	There's a blue couch in the room with the sun shining in.	2.0
1145	cfcc2906341824087983fd4d1	A living room with a dining table in the background.	A living room with large sofas and a dining table in the background.	3.6
4846	10b013b48e5e4b7528bd0cdf4	The Egyptian army is preparing to attack the kidnappers.	Egypt's Morsi rules out talks after hostage video appears.	1.4
1320	556fa208a289f4b4c4e8456b8	A blue motorcycle is parked on the sidewalk.	A blue moped is parked on the sidewalk.	4.0
8305	89db06731efde02eb112569a5	Now that the agency's last three shuttles are grounded since the Columbia disaster, that wait could be even longer.	With the remaining three shuttles still grounded since the Columbia accident, the rookies will have to wait even longer than expected.	4.4
3963	f42e937488f34fba566179509	Amnesty: Syrian rebels are also committing abuses	Amnesty investigator: Syrian rebels are also committing abuses	4.2
5440	de318571b9a880bc57017affc	The Chinese president arrives in the Netherlands for a state visit and nuclear summit.	Chinese president arrives in Venezuela for official state visit	2.4
1351	b742c9f08988cecfec40da308	Train in a station.	Trains are inside an indoor station.	3.8
5834	6570934a77faf97ca0deaadbf	A man is cleaning a fish on a kitchen counter.	A man is playing the flute.	0.8
1034	4a4c05f6b56c49c20bafb5b9b	A blurry close-up of an empty Coke bottle.	A close-up picture of a desk with a computer and papers on it.	0.0
2755	f0a331e5e0643a519e8b26269	Cubs outfielder Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat.	Sammy Sosa was suspended for eight games by MLB on Friday for using a corked bat, and he immediately appealed the decision.	3.2
6952	216f95449dac9553ab38fd4db	Stocks dipped lower Tuesday as investors opted to cash in profits from Monday's big rally despite a trio of reports suggesting modest improvement in the economy.	Wall Street rose cautiously on Tuesday as investors weighed the benefits of modest economic improvement against the urge to cash in profits from Monday's big rally.	2.8
6125	4d9ce501cd4838e4bdcc17e16	Two young girls hug each other in the grass.	two young girls holding hands on the lawn	4.6
8262	6449f49ceea672a274512b851	The dollar hit a record low of $1.1624 per euro, starting from $1.1486 on Friday, before trading at $1.1594 at 10:15 a.m. in London.	The dollar fell to $1.1564 per euro at 7:30 a.m. in London, after being valued at $1.1486 per euro on Friday.	3.0
5442	3b72334284ba66d5873230bad	A UK Sky News cameraman was killed in Egypt	A Sky News cameraman was killed in Egypt	4.8
8274	b01c8d3d22cd2bfd9f60d4582	Klarman was detained by FBI agents in the Hamptons, a luxurious summer resort area east of New York City.	Klarman was apprehended by FBI agents on Monday morning at his New York apartment.	4.0
6988	4517c0292f5677e1570557583	Inspired by some of Nicklaus's advice, Howell shot an 8-under 64, taking a one-stroke lead over Kenny Perry.	Buoyed by advice imparted by Nicklaus, Howell shot an 8-under 64 on Thursday to enter today's round with a one-stroke lead over Kenny Perry.	4.25
3389	ddbc3d66141a2049a3bb14247	The confusion capped a tumultuous week for the list, designed to block around 80% of telemarketing calls.	The free service was originally intended to block about 80% of telemarketing calls.	3.25
8516	1bbeef607aaf9cdf8dc4909c7	Japan revises GDP growth to 1.1% annually in Q3.	Japan's GDP has been revised to 1.1% annual growth	3.4
4579	3c5149d58dd0bd884f0f8db09	France welcomes the US-Russia deal on Syria.	The Arab League welcomes the US-Russian deal on Syria.	2.4
3820	cfe628874680c3cd1c99ee823	Eighteen people were killed, 108 wounded in a wave of bombings in Iraq.	Nine people were killed and 31 wounded in car bomb attacks in Iraq's Kirkuk	1.4
4030	21d68cf2a19fed6f08b72404b	Putin declares victory in the Russian presidential vote.	Putin 'wins' Russia's presidential election	3.8
3799	6bea98d95c695ed408b7f083a	China news agency: There's still hope for peace in Syria.	China state news agency: There's still hope for Syria peace	4.2
7915	05813e3890c10ed2bf7263c37	Yes, you should mention your experience.	Yes, you should mention it.	3.0
3456	efd82b5c0fb0d626b047d1bd7	Fulvio Berghella stated that the digital worm named Sq Hell was particularly virulent and replicated itself at a rate of 8,000 times per hour.	Fulvio Berghella stated that the digital worm named Sq Hell has a very high capacity to replicate itself and is slowing down the Poste Italie computer network, making some computers inoperable.	3.6
5746	c8e15ed47d51b14ed3a9b8947	The president is heading to Bahrain	President Xi stated that China will continue to provide aid to fight Ebola	0.0
7805	e1e22dc85fc437d937b584b1d	A boy is very close to a girl.	A girl is near a boy whose face is hidden.	3.2
1777	8066b351ae856f046792e49f7	A girl wearing a pink shirt is stretching out her limbs in mid-air.	A man dressed in a Santa suit is climbing up a large concrete building.	0.0
5116	72c9fb7e8cb2cecc59aa9d858	Flash floods kill 58 in eastern Afghanistan	Bomb wounds 16 in eastern Afghanistan	0.8
5597	ee3c3365e4ae270344d4c6354	PSNI failed to protect RUC officers, the tribunal was told	13:23 PSNI failed to support RUC officer families.	4.0
1437	a7ac34d168d3a58dd7cc3e7ed	A little white lamb has its nose against the wood.	A white lamb has its nose pressed against a wooden box.	3.8
7061	d44e65a46f60cc810d9024237	South Korean economic growth falls to a 3-year low	South Korean economic growth falls to near 3-year low	4.6
4510	6317adc8ff791970a915e05d5	Alleged cop killer died from a head shot.	Alleged cop killer died from gunshot	4.2
681	9aadcd74605dc810f85cc15e2	A man peels a potato.	A man is slicing a potato.	3.75
6407	722284a36543d2f5edffc3ae8	A black hole, it's just a dead star that had a mass greater than 3 solar masses.	"I think you're looking for : ""What is the local sidereal time of Greenwich?"""	0.0
4969	dff16fa25304956e32a33ab09	Stocks to watch at close on Monday	Stocks to watch on Monday	4.0
696	180f98bac947ef4c4346eebb2	A man is boarding a bus.	A man walks with a truck.	2.5
2480	0160ad7ebb521e7ac911dbea4	"Earlier, they had defied a police order and shouted ""Allahu Akbar"" as Bashir took his seat in the tightly guarded courtroom."	Earlier, Bashir's supporters had disobeyed a police order and shouted 'Allahu Akbar' as he walked to his seat.	4.0
588	744ebc5bece4cc0c19cbe3cd3	A woman is chopping an onion.	A man is slicing a tomato.	1.2
7000	13f02f744040502580723b4dd	The UN chief and Annan urge the Security Council to act on Syria	Russia and China vetoed the UN Security Council resolution on Syria.	1.8
5965	b4bb681fc7721d9ae809d8e55	A baby eats his food.	A baby is being fed peas.	3.0
7300	eb6c49a58a3b2066940cbdba1	A woman is slicing some tomatoes.	A woman is cutting a potato.	1.4
8379	bf5b128f527658ed797418227	A suicide bomber killed 12 people in a Nigerian church.	Suicide bomber kills 21 in NW Pakistan	0.75
5579	26fe683088a18090780acf360	Cars and drivers plunged into the river after the I-5 bridge collapse in Wash.	Cars plunge into river as US bridge collapses	3.0
6912	eccc14fd9145e78d1acff06c0	Even at 12 months, there was still a difference in function, although it was not significant.	At 12 months, the groups still showed a difference, but it was not statistically significant.	4.4
6467	e35459fd497b11ac329a5d3aa	You definitely do not want to be supporting your weight with your arms on the bike for normal riding.	No, don't put your weight on your arms, your hands aren't designed to support all that weight.	4.2
8372	d9385e90f490a6dbb24639a0f	Professor Sally Baldwin, 63, from York, fell into a cavity that opened up when the structure collapsed at Tiburtina station, Italian railway officials said.	Sally Baldwin, from York, was killed instantly when a walkway collapsed and she fell into the machinery at Tiburtina station.	3.4
2733	b7ca8e6ce0be210f547771beb	Morris said that truck was spotted in the Campbells Creek area, fitting that description.	A black pickup truck was also spotted in the Campbells Creek area, Morris said.	3.0
6307	c7ceddf68ab2daecc65bfc16d	Two children are reading books.	An older child is playing with a doll while gazing out the window.	0.2
75	561049c881db737373dc0b2b3	A panda is eating bamboo.	A panda bear is eating some bamboo.	4.2
2351	0a571803d6b18d37cb2e18556	Classical Gas We are all vessels filled with many wonders.	We are all vessels filled with many wonders, like in the time of the Zombies' season.	2.4
2151	0ac9b15edbd3df51597dabb85	There's no missile evidence.	There are no missile witnesses.	3.2
7082	1d20d6348173977a6e83aba31	China Yuan Strengthens to 6.168 against USD Monday	China's yuan strengthens to 6.1696 against the USD on Thursday	4.2
3853	f23d62e47ec0e57b9699d8653	Pena Nieto wins Mexico presidential vote: exit polls	Poll: Putin to win Russia presidential vote	0.6
131	ad0ee9d50b8333d171eac0d8b	A man is lifting a car.	A man is climbing a wall.	1.4
6866	fc6bbec6be59c462fe797f21e	Despite the difficulty, Hewitt said he still had a fighting chance, after battling Davydenko 6-3 4-6 6-3 7-6 (7-5) on centre court.	I'm still not the red-hot favourite, Hewitt said after beating Davydenko 6-3 4-6 6-3 7-6 (7-5) on centre court.	3.75
903	eff2bada313e06118cce2d476	A man is mowing the lawn.	A clown is singing.	0.0
4733	1740ab0cf2e4638c2d9cfbda0	The driver of the Spanish train involved in the crash faces questions from the judge.	Train driver in Spain crash questioned by judge	5.0
8592	be53094ea8ad3cd789d46d881	Three people died and four others are missing after a construction accident in central China.	One person died, eight are missing after a boat accident in Vietnam.	0.4
7495	dee6e4865d3cbe8e946f17722	A young man is skateboarding, jumps onto a sidewalk, and then jumps off at another curb.	A man is riding a skateboard.	2.75
2005	0eb5f81d9d1fcec37f2863fce	Go figure You're asking me to prove a negative?	You're asking me to prove a negative?	4.6
5307	0741d9c6a8f699355c1852122	A red panda's short-lived zoo escape	India is heading to Mars	0.0
4781	03d0ac3c943aa33c0ab3168a8	12 killed, 25 injured in bomb blast in northwest Pakistan	Six people were killed and 12 injured in a blast in northwest Pakistan.	2.6
7450	5b12fab6c9eb7949f3d8c8a85	A woman is folding paper.	A woman is applying eye shadow.	0.4
560	787a2f23f59879804128bec05	A person is cutting a bell pepper into small pieces.	A person is slicing a garlic into pieces.	1.6
241	588f82a24ec7276d6bf64157b	Three boys were dancing.	Kids are dancing.	3.111
4491	d4c8ef76558af3127bc41ab7c	A building in Philadelphia collapsed, 8-10 people may be trapped.	Philadelphia building collapses; reports of people trapped	4.0
8459	2aeb5b6ebfb6b14c8f3dffa0b	CBN reiterates plan to phase out polymer notes	Nigeria plans to replace Naira polymer notes.	2.2
8411	0e19ebb3ad99f1c3d05384b9c	Bahraini protesters and police clashed after a funeral.	Greek protesters, police clash as bailout deal is stalled.	0.6
4120	65bcce609c2e18f88c5960818	City Room: Shooting occurred at the Empire State Building	Two people were killed in a shooting outside the Empire State Building	3.2
3149	93fc8f22f39c4183276f89b3b	The Dow Jones industrial average <.DJI> fell by 58.69 points, or 0.64 percent, to 9,137.86.	The Dow Jones industrial average .DJI dropped 79.43 points, or 0.86 percent, to 9,117.12 on Friday.	2.4
4714	e8df5af3cd027d2f67bcda712	Obama mourns the death of icon Nelson Mandela	South Africans mourn and celebrate Mandela	1.8
6600	50186fecc884e94924608f46e	"The difference between ""necessary"" and ""sufficient"" lies in the direction of the logical arrow."	Sufficient is an upper bound, necessary is a lower bound.	2.0
1652	000c0a871b1d85e7b5c06208d	A black dog is walking on the grass with a stick in its mouth.	A boy holds a net containing a snake near the ground.	0.0
3222	2041fe5ef8d9362bee366c58e	On Sunday, a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded.	On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.	3.75
8032	0395c0da34b45a39a149b481d	You answered your own question.	You pretty much answered your own question.	5.0
5476	561eecd9918e9d2cbbdb4db32	Two French journalists were killed in Mali	France confirms that two French journalists were killed in Mali.	5.0
3406	808276a766987ae7e776478ec	The jury awarded TVT approximately $23 million in compensatory damages and roughly $108 million in punitive damages.	TVT Records sought $360 million in punitive damages and $30 million in compensatory damages, officials said.	1.75
1569	9e82ad81f0ff696d92d116dfe	A black dog jumps into the water.	A dog walks through the snow.	2.4
6703	08f53cf77389d5027064ea6fc	At the top level, a pace setter ensures athletes stick to their game plan for the race.	From personal experience, I was struck by the exceptional usefulness of a pace setter.	2.8
4718	41472277e04b340df274311cb	Egypt arrests 1,004 Muslim Brotherhood supporters	Egypt orders arrest of Muslim Brotherhood leader Badie	1.8
