	id	sentence1	sentence2	similarity
6552	a3b6592cb4884809dce4e898c	I would recommend asking questions in a forum doesn't require a yes or no answer.	Would you be concerned with others if they wasn't shouting and/or misbehaving?	0.4
1565	d29f35c1cc298ffff6622c1f9	A white fluffy dog is jumping into a pool.	A woman wearing a black apron is standing in front of a mirror.	0.0
6188	9be44d3518f50d7c0f7b07aec	A man and a boy ride a bike.	The father helps the child ride a bike.	4.8
4820	0a2868b3b85026ad992cd7888	The US confirms sarin gas in Syria attack	War crimes finds sarin gas in Syria chemical weapons attack	3.4
4453	b3cabbb44b5a5d3b285427029	Iraq Backs Egypt Crackdown on protesters	Iraq launched crackdown on Mohamed Morsi supporters	4.8
3979	756bac7237bebe9b71f93d3dd	GOP candidate Romney to call for arm Syrian rebels	The US gets arms to Syria rebels	2.4
4988	cce24a113b6da19b4f4d6dcce	Egypt is set to block access to refugee torture camps	Egyptian forces moved clear pro-Morsi protest camps	2.4
1981	1f829782dea36fa209facfaa4	Two dogs are peeing at a red light.	Two dogs urinating on the red fire hydrant.	5.0
3129	a22612a8b0df184d633d5d9ba	A poll showed that most of the mayor has given a boost to his reelection effort against GOP opponent Bob Katz.	A poll released this week the FBI bugging of the mayor has given a boost his re-election effort.	4.0
1257	ef511806320efb7bb00e8a488	There are several sheared sheep grazing pen.	Three white sheep are in an enclosure.	2.4
8414	f0f696999418fd2e9d9b4220d	Australians flee homes amid bushfires	The main speaker steps aside	0.8
2612	441208556844905b61edb8e08	"Robert Rubin replacing Sanford ""Sandy"" Weill, who will remain Citigroup's chairman."	Vikram Pandit heads Citigroup's global corporate and investment bank, is successor Sanford Weill as chairman	3.0
6565	4a0f1a78d6d4a08e864bf574b	My son is still potty trained until about his 4th birthday	Here are things that worked with my son who started piano training around 2.5 years.	1.6
6357	4a33d3d28e5aac29e1f56a206	The two friends are wearing jeans.	The two men wore pants.	4.4
1670	15b59c6b932e2579f39b62c3c	The white and black runs across the grass.	Three dogs running on the grass.	3.2
4315	38fdd62a5cfafe70b665378e2	Heavy fighting erupts in Syria ahead of poll	Heavy fighting rocks eastern Syria capital cities	3.8
1807	cb1b9a22ca2ec4aef06e3f783	Two dogs running on the grass.	Two dogs running in muddy dirt	3.6
3490	ec06bdaf3d13e93d6d7a6e6e6	the international atomic energy agency reached an agreement with iranian officials were no remaining issues and suspended nuclear program and activities.	the accord said that there were no significant ambiguities regarding Iran's nuclear program and activities.	3.4
8529	446036cff900521c611cd88a3	Storm buries Northeast; 16 inches of snow fell	Building stable relations for China, Japan	0.0
5300	b2bb3650215367dc9e7e9b20c	Cleveland Kidnapper Ariel Castro died in Prison Cell	Cleveland found Ariel Castro hanging in his cell	5.0
6582	5cb9e64bbec4aaf58225fec45	water level of the water does vary a bit by fish, but high can definitely kill them.	The info provided given based on the previous answers is good.	0.0
6841	a0379b3f4d0cd9fc04b8470f2	BioReliance's stock closed down 2 cents a share.	BioReliance sold at $47.98 at the close market yesterday, down 2 cents.	5.0
1655	9ab0abc36c70337cb0b846053	A dog leaps off a dock into the water.	The black dog jumped dock and into the water.	4.0
6449	cbd6704a0cf51a4bafff1f7fa	I see some nouns to status as uncountable mass well, it make much sense to me.	"There are some cases ""status"" may be accounted for"	2.6
3599	6355f79c1720b1cb1d2f4c188	Many universities collaborate with many universities, businesses and government sectors in china to coordinate training programs at research centers to promote high-tech research, commercialization, and technology transfer.	hong kong collaborates with tertiary education government sectors of mainland china to direct training institutions and research centers to promote research commercialization and technology transfer.	5.0
2094	22cf8c9767b67f4a1c501c15a	Iran is also a signatory of and the IAEA.	"Gotta love the interesting factoid that ""Iran is also a signed member and the IAEA."	4.2
8457	633889d579eeb3399956d8836	China stocks close lower today	US stocks close higher on Wednesday	1.8
8181	d31b5e0e65d3adee7c13e3796	There are 659 of women enrolled at Harvard academy, the report said.	There were 659 women enrolled in college at the time of the survey.	4.6
7847	df7e1915b02df221528de4034	Zombies parading down eating brains.	The zombies are eating flesh together.	3.4
2635	6543de5ab60cff590a9392ed7	The transaction will increase revenues from its consumer products business to 45 percent from 23 percent.	The transaction will expand Callebaut's chocolate revenues from its consumer products business by around 45 percent to some significant total value	3.5
4440	9fa35d6819be0099e95326d6c	Eight 9 foreign tourists, 1 Pakistani	Gunmen Kill 10 Tourists in Pakistan	2.8
3240	073096b98c3d42ed5e1f24676	The index, which measures activity in the service sector, fell month from 47.9 points in March.	The Arizona-based ISM reported Monday that its purchasing index rose to 50.7 points in March.	3.5
8177	64eba2d2b7d371245f71bd82b	The transaction will grant Handspring stockholders 0.09 of a share one for each share of Handspring common stock.	Under the proposed terms of the transaction, all of PalmSource, Palm will receive 0.09 shares for each share of PalmSource	3.75
54	e461619de2c22b5283e36cc62	a tired woman is slicing an onion.	A man is cutting and chopping	3.2
5822	cc8c225a35542a9b9491a46e5	A group of friends talking with beautiful women on the beach.	A man walked down the street.	0.0
6594	f3475ac0ec4fe7c999c971fdd	Breed Zebra horses extremely hardy fish, they are almost difficult to find	School Danios need a lot mean you need at least 5-8 Danios in your tank.	1.6
7614	31110738a3806d6af07085db3	A spaceship is in front of a docking area.	Calico cat sitting on step outside a door.	0.0
4628	7d78cb3ae77fdc5a6d44273a1	Four Morsi supporters killed in clashes	Dozens of thousands Morsi supporters clash with security forces	2.2
4880	24f0fd05fe71d57d72ae1fe5e	South Africa prays for Nelson Mandela	South Africa unites in prayer and song for peace	4.2
1600	ffa9792343dbf30555e31c9d6	A skilled kid up a yellow balloon animal.	A child is holding a yellow balloon.	4.0
7423	8fe64cab93d388462a89b3757	A cat cleans itself	A cat is licking itself.	3.8
5390	cc25366054fa51c2f9bb2ddee	Ukraine’s pro-Russia regions demand greater autonomy	Sudanese protesters demand the immediate resignation	1.4
2682	6d022cefe85f86a3be0bdf047	The losses occurred suddenly in Willow Canyon, one of three areas Santa Catalina Mountains threatened by the 2-week-old fire already had blackened 70,000 acres.	The losses occurred near Willow Canyon, one of three areas in the Santa mountains by the resurgent Aspen fire.	3.25
408	d55acd5b5182e36184a4e9c88	A woman is reading something.	A woman is pouring coffee into a frying pan.	3.2
485	255316ca38cecdd38e72e07f6	Four boys were standing in front of the burning car.	Four young friends still as they run car explodes behind them.	3.75
2083	c074f21c2a94fa3fedce4a22a	We are all surrounded with many wonders.	Chuck Close We are all made of many wonders.	3.6
2462	6923d9cf81395c1c19b5a54b1	AAA spokesman Jerry Cheske said several affected some plans, but cheap hotel deals mitigated the effect.	AAA met Jerry and have affected some plans, but cheap hotel deals made up for it.	5.0
5596	f23e5a9a8db462fdeb43104aa	The United States and Russia reach agreement on Syria's chemical weapons	Iran welcomes US, Russia deal on destroying chemical weapons	3.0
676	d15eded5c6c531768d4adb579	Two men are dancing.	Two women are friends	0.4
3295	6b192b97635156bae9640d042	It passed final test successfully delivering the missile to the armed forces.	Russian radio broadcast was the last test before the missile was delivered to the Chinese forces.	4.0
2426	3fa8672880fbdf14122d26ef2	We both thought the movie was good and we didn't find any way.	I thought it strange and I would find it confusing.	3.2
3289	41347053746405ea0d3e6dfa2	An injured woman co-worker was hospitalized and reported in good condition.	A woman was listed injured at Memorial's HealthPark campus, he said.	2.2
4826	dc5e1f09d59a5f1dbf6b044a4	Pakistan to release senior Afghan Taliban prisoner	Pakistan to release retired commander on Saturday	3.8
540	17abdc1172dda911b62a834e9	A man is smoking.	a busy man is mixing.	0.2
5691	0d9a5bb78c44e7e23d7031a78	India signed a cooperation agreement with Pakistan	Iran, Tajikistan sign border agreement	2.0
5233	acb029e766bc163c0c26d3773	Bodies of MH17 crash recovered to Netherlands	MH17 dead flown back to Netherlands	4.8
7096	cc96ef2a9713913f9e44629ff	32 die in violent protest	Thousands in Bangladesh Protest	2.2
2128	61ef14af37da26c645391f9e2	I believe We are all vessels filled with many wonders.	We are all vessels carrying with hidden wonders.	3.4
5863	61429bdaf1e1d394bddf36bfb	The elephants love bathing.	Many women are singing.	0.0
8349	28bb29fd2227ba7e3464b7629	The Space Infrared Telescope Facility's mission is to study the beginnings of the universe	NASA is planning to launch the Space Infrared Telescope Facility on Monday morning.	2.5
6517	3f63f6c70cb5630d1c14aaca0	Yes, that and yes, in most cases indefinite articles indeed developed from numerals, as scholars said.	Indefinite articles developed from numerals, and the definite from demonstratives.	2.6
6362	b6a36b27e8ae0929570b11a2c	A soccer player loves kicking the ball	The soccer player gave the ball a kick.	3.8
5246	cd25e870e57080e2d625cb4de	Royal Hoax DJ Takes Over Station	Taliban bombs US base in Afghanistan	0.0
3075	c7e4a94cd51f792d623dd1837	In connection with the matter, they have acknowledged that I behaved inappropriately.	I admit that I behaved inappropriately,	4.25
7611	04bbe800770bdcf18ddff3c0a	A passenger train arrived at the city train station.	A passenger train chugged a yellow caboose	1.8
3857	3f6b50d0fa03b6dd5c7e8b70f	Strong earthquake struck Mexico	A powerful earthquake strikes near Acapulco	3.6
8132	83235f05b6e1007613f456ea8	Claudette, Hurricane the Atlantic storm season, hit the mid-Texas coast July 15 with 85-mph wind.	Claudette, the first hurricane of the Atlantic storm season, hit the mid-Texas coast July 15, classified as a Category 1 storm with maximum winds	4.0
5340	813b04916e7b759c37ec13dc6	The government spokesman denounces incitement against the army	Labor ministry announced due on Friday	0.0
6014	c6f2fc365ba56e545a9ac5e51	A jockey riding a horse in a race	The cowboy rides a horse at a gallop.	3.6
771	5d07ab5a6b070baee42dc20df	A white cat perched on a small wooden cabinet gazed out the window.	A cat, perched on table, looks out the window.	3.4
349	484729201b137d6b00f82098e	Rice being put into a bowl.	A man cutting butter into small bowl.	4.25
5926	21c22fc2c173cdb74528e6f22	A zookeeper is picking a komodo dragon and putting it in a cage	A person is placing a baby in a container.	4.2
6081	04597faf6fc6e9cfd65422c07	Domestic cat looking out the window	A white cat looking out at a window.	3.6
7189	aa2849ff80ac0095094e8f37c	At least 20 dead in Washington ...	At least 150 dead as strong quake struck Indonesia's Sulawesi island	0.4
6413	6eecd1b008a3cb2c1d4a3babc	I've found an additional concept that may be related to the original theme	According to current theories of human concept learning, the answer is both.	0.0
520	863994b5b35b7dc9ab3251a60	A tall man is playing a piano.	A man is playing a guitar.	1.778
7881	e3293d7c53d5f872d1ecd9ac8	You should try it.	You should do what it says.	3.0
3020	e781df57bccde2e3bffa1088f	Kadyrov reportedly injured, but four of his bodyguards were among those killed.	But Itar-Tass news agency said several bodyguards were among many killed by the bomb.	3.0
1495	4e02d52d4f368d6dff2588771	The big dog is sitting on the ground.	The bird is sitting on the branch.	2.5
5904	f36d8d6a9e1d0c1fd14cb9ae8	Three men were dancing.	Women are amazing	1.3
4259	ba5b7cfe8476e3f3ca8f5523f	300 potential Jimmy suspects victims:	UK: more than 700 Savile abuse victims emerge	3.6
7671	559973e96ae3d884fd6a65e3c	A black dog running into the water.	A black fish swims through water.	4.6
3693	2fe0cd47d8195724e6d5c6eb2	putin announced that the country not duly protect russia's security interests.	the cfe treaty does not duly protect the russian interests	3.6
4955	6ba3d74e1050dd00aaab86d1d	Police question man in fatal boardwalk crash	Police arrest one deadly LA driving attack	2.2
2903	93de5f0f502b20d4b3a2057fc	Kansas City drafted outfielder Chris Lubanski, from Kennedy-Kenrick High Catholic High with the fifth pick.	The Royals chose Chris Lubanski, a high school outfielder batting .528, with the fifth pick.	3.4
7626	870d664d0bdcb95f62fc63580	A small airplane parked in the grass.	A small dog wearing a pink shirt sat on the railing.	0.0
4643	6eeed01289e4dcf1953c07266	Syria 'to declare chemical weapons unilaterally sign convention'	Russia, will not comply on 'Concrete' Chemical Weapons Plan	2.6
4280	c762c7c5d51fad9264ae54aee	Navy jet crashes US apartments, pilots eject	U.S. military Jet Crashes Into Virginia apartment building	3.4
2050	950822999e195e187b8422f27	My parents never told me it is bad for you.	My teachers have told sugar is bad for you.	2.8
2904	2519c725ef1824a518d4127dc	Sterling fell down 0.8 percent against dollar at $1.5875 GBP=	The dollar rose 0.15 against the Japanese currency to 115.97 yen.	0.8
939	8d27bc9d88221e420ada17808	A man removes a egg scrambles from a plastic packet.	A man removes food from the fridge	1.75
4267	243559065962a71249e2a8b4c	New Syria opposition group no-strings aid	Syria opposition unites against Israel fires warning shots	1.0
6934	d75cfde5a1fbce94d5555ba6d	The blue-chip Dow Jones industrial average points, or 1.91 percent to 8,765.38, brushing its highest levels since mid-January.	The blue-chip Dow Jones index tacked on 97 points, or 1.12 percent, to 8,699.	3.0
3278	213f05e4111ed99110e387149	Please give me the final bill as soon as possible so that I can sign it into law.	I urge Congress to quickly resolve any outstanding issues send me a bill as soon as possible so that the President can sign it into law,	4.6
1697	f566883f2c6e5f7469a28091e	A lonely person is hiking a dog in the mountains.	A very brown dog is playing with balls in the water.	0.0
3495	1c3b17007d7b1bab0be025a62	police said tsai wen-huang would be extradited to Taiwan	police stated that-- chung has been missing run.	1.8
573	d0ca8f0aca9f56afe8801f4a1	A girl lies in her bed.	A young girl makes a lot of friends	4.4
4822	32536dda38fb3c317f5caaa13	Angela Merkel served 3rd Term in Office in Germany Elections	Merkel Wins Big Federal Germany Election	3.25
7528	27072bd3387503b2a6278df2d	A table is set with wine and eight people.	A wooden table is set with candles, wine, and bread bowl.	2.6
4724	c971050fa6d542c6e558ac084	Israeli arrested in alleged spy	Israeli forces detain 2 in West Bank raid	1.6
660	685748653e5064db3e5459640	an old person pours some rice pudding into a small bowl.	The person poured the rice pudding into a bowl.	4.0
3253	ed33ce47e579a33022150e5a0	The valid signatures from at least 8,000 registered California voters must be collected and turned in to county election officials by 5:00 PM	To force verification of all the valid signatures of 897,158 registered California voters must be turned in to election officials.	3.2
5262	d98562d36a651fa675ef9aba4	Search ends for missing hikers	Search narrowed for one man	1.4
3528	5a218d781f299b3e09dc630b6	cambodia and vietnam finalized an agreement to stop illegal drug traffickers.	syrian and russian government agreement of cooperation in combating drug trafficking.	2.0
21	958663700dff79805e9127f54	A man is playing a guitar.	A girl is playing with a ball	2.8
2374	6349865eb8b931248e176b8bb	James : says faith without works is dead	Paul did not preach faith without	2.2
1797	7c29a6243ddab763b0a52d3ec	The dog is running through the snow.	A race driver is driving his car through the city	0.0
8224	641dc4dcf590ae5134d755492	The Chelsea defender Marcel Desailly has been the latest French international legend.	Kurt Zouma is the France captain and Chelsea defender, believes the latter is true.	2.25
6643	0b850c81f7669fa3abf5c3557	A simple question has already been thoroughly discussed and answered on Stack Overflow	Simple laws hurt the least skilled, highly productive the most.	0.0
4228	043db88c4512423258f9e7993	Obama widens lead significantly despite jobs data shows a poll	Romney takes lead over Obama with convention bounce	1.0
3256	0ac5cfbbd115d8f30ea92c0f7	12 percent, to $1.63 billion from $1.57 billion.	The McLean, Virginia-based company said increased 5 percent to $1.46 billion.	1.2
1124	48241644d92db491eb2b85d90	A lamb stands near a tiny pond	Three sheep graze near her children.	1.4
1047	341af87ac321c0c910c87bba0	Black and white photos lying under snow	The black and white cat with yellow eyes in the dirt.	2.4
8231	8dc30561f57f629430f613a5b	The life expectancy for humans in 2001 was 74.4 years, up significantly since 1990.	According to the report, average life expectancy increased by nearly two years since 2010	3.5
3801	91cc9e00ec54419e19614c3eb	South Korea Orders Immediate Shutdown of 2 nuclear	South Korea has nuclear power?	1.2
8351	98eb269239b79ddd532eb55ed	The driver of the truck escaped and is now being police, Supoyo said.	But police say the missing truck has not been found and is wanted for questioning.	4.0
3154	98fa4fedd8800a77206b0a2be	The report submitted by expert committee aims to clarify any concerns about the Hong Kong government's handling of the SARS crisis.	A long awaited report on the Hong Kong investigation the SARS outbreak has been released.	2.75
52	62b84c85e0d7d7f0277a80715	A man plays a guitar.	A man is playing a guitar	3.75
5556	7e6521f69fc6ff51d082a0cd8	US Senate confirmed Yellen as US Federal Reserve Chair	The Senate confirms Janet Yellen as new Federal Reserve Chair	5.0
5928	df057282cf5fcac860c00b8ae	a tall man is playing the guitar	A young man is playing guitar.	2.2
7071	ff086a31f15628be177680f7f	Awarded by the President at annual White House Science Fair	The annual - The White House Science Fair	2.8
5480	b46fccdda3ee06783e0fabcc5	Relatives scuffle with protesters China fire kills 120	Angry protesters demand justice China plant fire kills 119	3.8
5209	a793ac939c4a5292aaef22b27	North Korean Leader Executed his Half-Brother 'Worse Than a Dog' Uncle	NKorea executes Kim Jong Un's half-brother	3.5
6196	aeb7bf5f962267920d5c0764c	Many people are on the beach, near a lifeguard with flags waving	A busy beach has people scattered all over it under the sky.	2.4
4221	884f0b49944acc0312975d365	Details of Aung San Suu Kyi's visit to Myanmar	Rapturous welcome awaited San Suu Kyi's historic trip	3.4
4561	f4401e8eeb06da4125561d60a	17 people 133 wounded in bomb attacks in northern Iraq	At least 1 killed, 6 wounded in clashes in northern Syria	0.6
773	b6555eae04852f1dfb7c6a217	Someone is slicing a potato.	A man is eating a banana.	1.0
6835	4d62a1029c5beb75b6688af89	Revenue rose to $616.5 billion in 2020 million a year earlier.	Revenue was up a tad, slightly to $616.5 million.	4.4
139	c0011986a75174c779edea407	A person is riding a motorized scooter down a road.	A moped is like a motor scooter.	2.2
2241	4451c8f1fcb2779a0616222f0	Regulation gets the economy into balance	Get the government into action	2.4
7501	f270a2ca991578ca144cf603f	A man sleeps with a teddy in his lap.	A man asleep in a chair holding a book	4.0
2606	06712d1cbb6ec623d3ff55da9	But Adora denied Nweze, the NAACP state president, only tried to justify its conclusion of suicide, rather than consider the possibility of murder of others	Adora Obi Nweze, the NAACP president state has refused to consider the possibility of murder.	3.4
3429	7b2cae7a93f32b4244a9e2042	Benefits from the extra premiums would not be huge.	How would the high premiums be affected	1.333
6212	cbb59bb64805493a9dd878930	A crowd of people stand on green lush a field behind them, surrounded forest in front.	A group of people standing beside a car with its trunk open.	0.8
3826	56d78c07c014cf5ae57a0a634	What time does Andy Murray v Roger Federer in the Wimbledon final All you need about the big game	What happened the Paralympic Opening Ceremony? Everything you need to know about the big curtain-raiser	0.4
3781	3b59d2a983898424ba96e4a14	NATO: 2 soldiers Killed in Afghanistan	Three NATO troops were killed one day in Afghanistan	2.2
8503	7058f0fdb7484df20e08a6540	Kardashian Divorce delayed for Trial	Hard-hit hotels are fighting for price war	0.0
1672	c6d01bc76725c3c12effa5e91	Two kids with a ball in a puddle.	Two dogs stand in a park and one has a red rubber ball.	3.8
5693	4339c01f01bbcfefe4ae31b9b	Texas sues to block Syrian refugees	Turkey 'exploits' Syrian refugees	1.0
6426	40ad16eda0d7cccc180ef4fb7	I wrap steaks individually in wax paper, then place them into ziploc freezer bags.	Wrap well in plastic (individually) and then put zip bag.	3.8
1545	36b6a28ca3a164e6825c60401	a dog is running across the sand with a stick in	A dog is running through a big stick in its mouth.	3.6
7539	4c7d9f1b1b4334d1cbb80c9fe	Blue and red plane takes flight.	a blue and shiny while in flight.	4.8
8336	48fdf44cf17fa57a7ecb6160c	Only Intel 30 percent yield was lower.	Only Intel Corp. has a high yield.	2.8
8610	3f7a1baa85e539ca6cdb2479a	South Korean soldier reportedly flees north killing 5 comrades at border with North	South Korean soldier Comrades And Flees	4.0
3276	f344edbb28d87a0736aacf1c6	It's very difficult to do large syndicated loans in Japan, where there is a lack of expertise, says a banker	It is very difficult to do small loans in Japan,	3.8
7995	26f58c9a75a7abfda068b7ec1	It's not a bad idea.	It's a good idea to do so	1.0
1639	0e7d85b1c52ea6ab109a22bae	A dog emerges from the forest with a stick in its mouth.	A dog runs quickly with a stick in its mouth.	2.4
1159	ca179411ad48cdac79b8d1c1c	Red double decker bus.	A red, big bus.	5.0
2103	6a081a24444a1c93b54d3466c	Oh, you're such a good friend	You are such a bad person!	1.8
2185	e94bd4d08b9912b17bb7b36a4	Alright just got home	not well Alright just fine	4.0
6559	de878903a5c343e2de7e2f5ba	You may have consultation directly with the school head which can lead to direct consultation with a health professional.	It is always difficult when parents refuse to accept seems obvious to the teacher.	0.8
4597	8bfa730206b6d943f1e4ded7e	Zen Report: Ain't no high maintenance	Russian embassy building gaping open	0.0
1189	29892444aa1f1f90b72b0e73e	A passenger jet landed on a runway.	A low-flying jet flying close to the ground.	1.8
3	8e078a0373d634e79a8785351	Two men are playing chess.	Two men are playing chess	2.6
2697	7fa0d76a3bdac5b112575ed62	Maddox, 87, cracked his fell about 10 feet ago at an assisted living home where he was recovering from intestinal surgery, Virginia Carnes said.	Maddox, who had battled cancer 1983, cracked multiple ribs earlier this month when he fell at an assisted living facility was recovering from surgery.	3.4
742	19e5ca21c039dade63a063d1d	a crazy man is burning a house	A man is holding gun.	0.5
3836	0b4650ef2939c0605113f9452	4 killed in shrine attack in northwest Pakistan	12 killed in U.S. drone strike in eastern Pakistan	0.8
2951	4133b902d725c7b40872c1e82	As part of his deal, Mr. Delainey cooperated fully in the continuing investigation.	Dave refused to cooperate with federal prosecutors in exchange for the plea.	4.4
8250	6264b459143aaa17744011eec	In the year-ago period, reported a 26 million dollar profit.	A year ago the firm posted a profit of 26 million pounds.	3.182
4997	3eb67112e6fc5c8f1d85a7cb7	The Top 10 Most Popular [MASK] [MASK] Must-Reads for Friday May 24, 2013	The schedule is for Tuesday October 29, 2013	2.0
5546	acf4a36430b508e39ecd5ad11	World sends emergency aid to battered Philippines	Typhoon Haiyan: world sends aid and relief battered Philippines	5.0
7009	c56d36c5d7fe101bf625dd4c0	IAF strike Gaza terror targets	IAF strikes Gaza terror cell; kills	3.2
7158	0de849d1e253d07957e7d30ee	A crowded migrant ship capsizes off Italy	Tourist boat capsizes off Italy, 27 dead	3.8
1276	3fff4acee14dc37bcb2cb45a7	A black and tan dog looks at several sheep.	A black dog looking at several sheep is in a pen.	3.0
7640	3aaa2d5f158cf12903243f87b	A dog is running through the park	A pale dog is walking on a dirt path.	1.4
1854	57910d9225f5fc57a0a8d801a	A man in a red suit bike for the picture.	A woman in a red jacket is standing natural landscape.	0.4
7393	187b18f30b4cfa28c0355d7a7	a old is cutting some fish.	A chef is cutting tofu.	2.2
5815	0105f1b2fe4ad777b367d9f01	A man plays a guitar	A friend is playing the keyboard.	4.0
4039	8cdccd3e476741f590da6bc1c	Man arrested in water leaks case	Butler to Pope tried in 'Vatileaks' scandal	2.6
3585	c907a18a8d389b818e383c6e1	the vietnam news agency reported that public security stated that foreigners involved in drug trafficking cases came mostly from laos, cambodia, australia, china, and united states, taiwan.	the vietnam news agency reported that a of public security stated that police admitted that drug trafficking into vietnam is no stop the drug trafficking along the borders remained limited.	3.8
6854	104b2038f6a263363d9278cc2	At fine distinction drawn by the creators of the do-not-call registry would seem to draw clear line in precisely the right place.	At first blush, then, the creators simply did not seem to have drawn a line exempted and banned calls in the right place.	4.0
4585	0f1362c4d32cfc6d5548b2bf3	Strong 6.4 quake hits Greece -- USGS	5.0-magnitude quake hit Japan	1.0
5563	80910564aca2848659cbbe559	China strongly hits out at US's PRISM programme	China's newspaper slams US's PRISM program	5.0
6984	ad4a3e1c7b0c9080109dbf46e	"Bush turned president yesterday thanking space commission for its work, and said, ""Our journey into space will go on."""	"Mr. Bush will discuss this when he made brief statement yesterday thanking the commission for its work, and saying, ""Our journey into space and time on."""	3.6
215	186da566e9dc9118bd19912ae	Someone is playing a piano	A man plays a guitar.	1.2
4858	f01b1b9f92d1cc4fa9357dc25	US Senate will confirm Jerome Powell as Fed's next chair	US Senate Confirms Powell as New Central Bank Chief	4.2
8595	c37c59c81451749a74262e15c	Tokyo to host 2020 Games	Tokyo will be the marathon host 2020 Olympic Games	4.8
2485	96f1eea8f6a901b41bedc045f	Her body found several weeks later in the Ganges River.	Aug. 15, 1982: Remains of Chapman, Hinds murdered Taylor family in the Green River.	2.6
4445	7f89b2eda2694820daa0ef790	Bangladesh building collapse kills toll 362	The building-collapse death toll climbs to 12	3.6
7388	33234d8443ef37f9e0dbb7ac5	A group of people are sweeping water from a house.	People are sweeping the of a house.	5.0
7063	7d48bdc21175db4aff92d560b	Ohio State University athletic director Jim Sandusky appeared to accept his fate	Jerry was convicted of child sexual abuse	1.6
6687	a61bb422a7ef3b89adddc4db4	Sign language maybe, since facial tone to convey meaning, emotion or intent.	It is safe to say that body posture matters in all languages.	2.2
272	ff51415fd96b7843b6fbb9408	A man is crushing garlic with the knife.	A butcher slicing meat with a knife.	1.5
7891	4fc1f5894cb74f00bd7f6f689	Unfortunately we have not found to your question is we simply do not know	"My answer to the question is ""Probably Not"""	1.0
3512	18cd548500a02f730ef34fb27	russia did not amend treaty.	russia ratified the updated treaty 2004.	3.4
3653	78e17240ca438d338d54b72bb	Oleg danilov was convicted of selling classified information on space technology to China	physicist valentin blagovestchenski and his wife	4.4
6910	9c5ca3978361ad8d85a930502	He claimed Red Hat and the Free Software Foundation with allegedly undermine U.S. software patent law.	McBride his letter, charges the Free Software Foundation and Red Hat with trying to undermine U.S. intellectual property laws.	4.0
5063	55419b0e0c44ef3f267f7bc9e	Influential Palestinians advocate for a Democratic State	Arab League maintains Stance in Peace Talks	0.6
2120	85d9011d762109dd36490aa54	lets paint have 50 white and 50 black.	half a place that's 50% white and 50% black.	3.77777777777778
662	f2a4e523be5438dd517a84641	A soldier firing a rifle.	A woman is cutting a lemon.	0.2
5451	9d18a334de74477afc358c76a	US, NATO Raise Doubts Russia Pulled Back troops	No Sign of Russian Withdrawal From Ukraine Yet Says	2.6
7864	61dd4fc3ac8c17276a0b80d68	A man in bright blue dress walked	A man in a white shirt and blue pants is talking to a pink shirt.	1.8
7974	06a0163f85158f97572f33680	What kind of insulation does it?	What kind of clouds above?	0.0
3306	8b0b23e6970ab49792c7eb637	He explained the concept of Antetonitrus when he came to work in 2001 as a research assistant at England's University of Bristol.	He explained that he found antetonitrus samples he collected in 2001 while a post-doctoral research assistant at Bristol University in Britain.	5.0
5203	481331e316f4ed0ccf4784ee1	Egyptian court considers Mubarak's appeal	Egypt court orders Mubarak release	4.0
6409	fbe8fb0176870ea0e030d648e	Asteroids are what celestial bodies called minor planets - small inner solar system bodies	Meteorites and comets are refering to are actually two different objects: asteroids and comets.	2.0
8219	a218b4cf676880967cf4ad2ba	The 10-year U.S. Treasury bond US30YT=RR rose 22/32 for 4.31 percent, versus 4.35 percent at Wednesday's close.	The 30-year bond US30YT=RR grew 1-3/32 for 0.03 percent, down from 4.35 percent late Wednesday.	3.8
7346	b6aa94745b09c69f4caad750a	Someone typed on old keyboard.	Someone is sleeping	4.5
1378	279d78e3445e22ac2cbe6bf34	A girl in a white holds up an open box containing and a carton of milk.	A girl wearing black shorts and a is standing next to a blue bike	0.0
6859	7753f154901f50e7df155cc81	"The company will launch 800 hot spots, or ""Wi-Fi Zones,"" later this summer, adding more than 2,100 by the end of the year."	The service will expand this summer to 800 locations, and Sprint will add locations by the end of the year.	3.0
432	1a4ce4e8c2bd9bc0651ebc6f8	A dog is lying on the ground.	A girl is tapping her foot	0.0
7088	a30d8d4e768ca75349e6243da	At least dead or injured after China earthquake	Hundreds dead or injured in the powerful earthquake	3.8
2149	a273d167df5d19c52fed31a8a	We don't need a president who cares.	I don't want a boss who is charasmatic.	1.0
7401	7e5edbfcfe2cd2344f318f0d8	A man is riding a horse by a creek.	A man is riding a horse.	4.0
1117	217fd98b6b8b2c16ae5e9f80a	An express passenger train waiting at a station.	A passenger train arrived at a station.	4.0
7031	8fa83a82ccdfd578eb5c0ddc7	Jordan supports Tent Camp for Syrian Refugees	Jordan Opens First Refugee for Syrians	4.8
5610	f0e720129f93899dfb980a71e	Sergio Mattarella elected for second term as Italy president	Italian President Napolitano served second term	5.0
5302	f8bec013d4fb6981855bf7c4b	Bangladesh garment factory fire 'kills 8'	Bangladesh garment factory collapse kills hundreds	2.0
7409	e17c90c5f54a6884526e1a41d	A talented man plays a trumpet.	A man is playing the trumpet.	5.0
5901	bf8672f19ef8e4522f66dbcb4	A man is playing guitar.	A man plays a guitar.	4.857
3730	4e30b2a7c2c8351749558cf2a	the cfe is 1 of several issues negatively affecting russia's relations with many states and europe.	the treaty failed to sign causing tense relations between the governments of russia and the u.s. and europe.	4.0
